dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
tamaraw-pc0.015-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,11583.3464,1923.4546,9659.8918,0.0000,0.0000,0.0000,1.7653,4.5278,1.5150,0.5631,28.0652,43.8682,0.3926,0.2808
tamaraw-pc0.015-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,12952.3500,2122.5518,10829.7982,0.0000,0.0000,0.0000,2.0921,5.0999,1.8196,0.7018,28.0652,47.7605,0.3379,0.2339
tamaraw-pc0.015-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,13983.2928,2290.9267,11692.3661,0.0000,0.0000,0.0000,2.3383,5.5838,2.0442,0.7837,28.0652,50.0612,0.2887,0.2074
tamaraw-pc0.015-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,10690.4943,1959.3673,8731.1270,0.0000,0.0000,0.0000,1.5522,4.6310,1.2732,0.6352,28.0652,45.8931,0.3908,0.3242
tamaraw-pc0.015-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,11894.9062,2173.3924,9721.5138,0.0000,0.0000,0.0000,1.8397,5.2461,1.5311,0.8204,28.0652,51.0912,0.2700,0.2668
tamaraw-pc0.015-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,12827.8561,2356.2652,10471.5909,0.0000,0.0000,0.0000,2.0624,5.7716,1.7264,0.9357,28.0652,54.3250,0.1729,0.2347
tamaraw-pc0.015-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,10018.3442,1984.9995,8033.3446,0.0000,0.0000,0.0000,1.3917,4.7046,1.0916,0.6989,28.0652,47.6797,0.3903,0.3300
tamaraw-pc0.015-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,11097.0563,2212.4882,8884.5681,0.0000,0.0000,0.0000,1.6492,5.3584,1.3132,0.9297,28.0652,54.1562,0.3211,0.2721
tamaraw-pc0.015-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,11943.6681,2406.2838,9537.3842,0.0000,0.0000,0.0000,1.8513,5.9154,1.4831,1.0855,28.0652,58.5305,0.2745,0.2511
tamaraw-pc0.020-ps0.0015-w2000000.0,19000,4188.8085,347.9627,3840.8458,18188.0847,1432.3863,16755.6984,0.0000,0.0000,0.0000,3.3421,3.1165,3.3625,0.3987,28.0652,39.2546,0.4161,0.1755
tamaraw-pc0.020-ps0.0015-w4000000.0,19000,4188.8085,347.9627,3840.8458,20592.8541,1514.2751,19078.5789,0.0000,0.0000,0.0000,3.9162,3.3518,3.9673,0.4428,28.0652,40.4916,0.3579,0.1529
tamaraw-pc0.020-ps0.0015-w6000000.0,19000,4188.8085,347.9627,3840.8458,22178.4616,1591.1846,20587.2769,0.0000,0.0000,0.0000,4.2947,3.5729,4.3601,0.4631,28.0652,41.0626,0.2711,0.1350
tamaraw-pc0.020-ps0.0020-w2000000.0,19000,4188.8085,347.9627,3840.8458,14690.3095,1479.2881,13211.0214,0.0000,0.0000,0.0000,2.5070,3.2513,2.4396,0.4656,28.0652,41.1318,0.4053,0.2387
tamaraw-pc0.020-ps0.0020-w4000000.0,19000,4188.8085,347.9627,3840.8458,16594.5056,1577.3018,15017.2038,0.0000,0.0000,0.0000,2.9616,3.5330,2.9099,0.5372,28.0652,43.1426,0.3429,0.1947
tamaraw-pc0.020-ps0.0020-w6000000.0,19000,4188.8085,347.9627,3840.8458,17912.1162,1668.9949,16243.1212,0.0000,0.0000,0.0000,3.2762,3.7965,3.2290,0.5733,28.0652,44.1537,0.2176,0.1776
tamaraw-pc0.020-ps0.0025-w2000000.0,19000,4188.8085,347.9627,3840.8458,12690.9111,1521.3863,11169.5247,0.0000,0.0000,0.0000,2.0297,3.3723,1.9081,0.5330,28.0652,43.0247,0.3995,0.2739
tamaraw-pc0.020-ps0.0025-w4000000.0,19000,4188.8085,347.9627,3840.8458,14276.3871,1634.7187,12641.6684,0.0000,0.0000,0.0000,2.4082,3.6980,2.2914,0.6340,28.0652,45.8576,0.2889,0.2261
tamaraw-pc0.020-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,15416.1274,1739.7642,13676.3632,0.0000,0.0000,0.0000,2.6803,3.9999,2.5608,0.6890,28.0652,47.4009,0.3008,0.1989
tamaraw-pc0.020-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,11393.8387,1560.6778,9833.1608,0.0000,0.0000,0.0000,1.7201,3.4852,1.5602,0.6036,28.0652,45.0042,0.3997,0.2871
tamaraw-pc0.020-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,12748.5069,1686.4792,11062.0277,0.0000,0.0000,0.0000,2.0435,3.8467,1.8801,0.7385,28.0652,48.7900,0.3366,0.2558
tamaraw-pc0.020-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,13762.8700,1804.7101,11958.1599,0.0000,0.0000,0.0000,2.2856,4.1865,2.1134,0.8173,28.0652,51.0042,0.2582,0.2289
tamaraw-pc0.020-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,10477.5855,1591.5486,8886.0368,0.0000,0.0000,0.0000,1.5013,3.5739,1.3136,0.6705,28.0652,46.8836,0.3903,0.3192
tamaraw-pc0.020-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,11661.1396,1728.1465,9932.9931,0.0000,0.0000,0.0000,1.7839,3.9665,1.5861,0.8420,28.0652,51.6967,0.2934,0.2634
tamaraw-pc0.020-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,12584.3514,1860.0261,10724.3253,0.0000,0.0000,0.0000,2.0043,4.3455,1.7922,0.9435,28.0652,54.5451,0.3000,0.2313
tamaraw-pc0.020-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,9774.1246,1612.9116,8161.2130,0.0000,0.0000,0.0000,1.3334,3.6353,1.1248,0.7268,28.0652,48.4621,0.3766,0.3292
tamaraw-pc0.020-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,10821.9015,1759.4360,9062.4655,0.0000,0.0000,0.0000,1.5835,4.0564,1.3595,0.9389,28.0652,54.4146,0.3387,0.2792
tamaraw-pc0.020-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,11650.3335,1899.4242,9750.9094,0.0000,0.0000,0.0000,1.7813,4.4587,1.5387,1.0684,28.0652,58.0500,0.3068,0.2558
tamaraw-pc0.025-ps0.0015-w2000000.0,19000,4188.8085,347.9627,3840.8458,18320.0591,1248.9197,17071.1394,0.0000,0.0000,0.0000,3.3736,2.5892,3.4446,0.4979,28.0652,42.0394,0.4087,0.1679
tamaraw-pc0.025-ps0.0015-w4000000.0,19000,4188.8085,347.9627,3840.8458,20901.5434,1296.2307,19605.3126,0.0000,0.0000,0.0000,3.9899,2.7252,4.1044,0.5642,28.0652,43.8985,0.3763,0.1387
tamaraw-pc0.025-ps0.0015-w6000000.0,19000,4188.8085,347.9627,3840.8458,22616.3004,1353.7866,21262.5137,0.0000,0.0000,0.0000,4.3992,2.8906,4.5359,0.5944,28.0652,44.7483,0.3113,0.1332
tamaraw-pc0.025-ps0.0020-w2000000.0,19000,4188.8085,347.9627,3840.8458,14731.5738,1286.8928,13444.6810,0.0000,0.0000,0.0000,2.5169,2.6984,2.5004,0.5572,28.0652,43.7041,0.4079,0.2334
tamaraw-pc0.025-ps0.0020-w4000000.0,19000,4188.8085,347.9627,3840.8458,16723.8772,1343.8705,15380.0067,0.0000,0.0000,0.0000,2.9925,2.8621,3.0043,0.6543,28.0652,46.4284,0.3668,0.2055
tamaraw-pc0.025-ps0.0020-w6000000.0,19000,4188.8085,347.9627,3840.8458,18107.3392,1411.6904,16695.6487,0.0000,0.0000,0.0000,3.3228,3.0570,3.3469,0.7027,28.0652,47.7866,0.3361,0.1711
tamaraw-pc0.025-ps0.0025-w2000000.0,19000,4188.8085,347.9627,3840.8458,12663.5995,1320.2357,11343.3638,0.0000,0.0000,0.0000,2.0232,2.7942,1.9534,0.6145,28.0652,45.3115,0.4116,0.2689
tamaraw-pc0.025-ps0.0025-w4000000.0,19000,4188.8085,347.9627,3840.8458,14296.7188,1390.3040,12906.4148,0.0000,0.0000,0.0000,2.4131,2.9956,2.3603,0.7404,28.0652,48.8449,0.3324,0.2168
tamaraw-pc0.025-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,15472.0782,1467.3690,14004.7092,0.0000,0.0000,0.0000,2.6937,3.2170,2.6463,0.8081,28.0652,50.7450,0.3245,0.1966
tamaraw-pc0.025-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,11331.5438,1352.9028,9978.6410,0.0000,0.0000,0.0000,1.7052,2.8881,1.5980,0.6744,28.0652,46.9917,0.4079,0.3087
tamaraw-pc0.025-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,12708.0843,1431.1689,11276.9154,0.0000,0.0000,0.0000,2.0338,3.1130,1.9360,0.8286,28.0652,51.3206,0.3537,0.2579
tamaraw-pc0.025-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,13738.9563,1517.8946,12221.0617,0.0000,0.0000,0.0000,2.2799,3.3622,2.1819,0.9206,28.0652,53.9011,0.2947,0.2282
tamaraw-pc0.025-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,10400.4741,1380.6665,9019.8076,0.0000,0.0000,0.0000,1.4829,2.9679,1.3484,0.7300,28.0652,48.5541,0.4029,0.3318
tamaraw-pc0.025-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,11591.3849,1467.3785,10124.0064,0.0000,0.0000,0.0000,1.7672,3.2171,1.6359,0.9105,28.0652,53.6195,0.3487,0.2682
tamaraw-pc0.025-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,12513.5268,1563.7951,10949.7317,0.0000,0.0000,0.0000,1.9874,3.4941,1.8509,1.0223,28.0652,56.7549,0.3013,0.2463
tamaraw-pc0.025-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,9694.3539,1401.5404,8292.8135,0.0000,0.0000,0.0000,1.3143,3.0278,1.1591,0.7838,28.0652,50.0631,0.3966,0.3463
tamaraw-pc0.025-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,10740.0699,1495.3822,9244.6877,0.0000,0.0000,0.0000,1.5640,3.2975,1.4069,0.9931,28.0652,55.9377,0.3339,0.2953
tamaraw-pc0.025-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,11568.2581,1599.8219,9968.4362,0.0000,0.0000,0.0000,1.7617,3.5977,1.5954,1.1297,28.0652,59.7707,0.2863,0.2687
tamaraw-pc0.030-ps0.0015-w2000000.0,19000,4188.8085,347.9627,3840.8458,18457.1110,1135.3928,17321.7182,0.0000,0.0000,0.0000,3.4063,2.2630,3.5099,0.5978,28.0652,44.8425,0.3984,0.1795
tamaraw-pc0.030-ps0.0015-w4000000.0,19000,4188.8085,347.9627,3840.8458,21257.0686,1157.8565,20099.2121,0.0000,0.0000,0.0000,4.0747,2.3275,4.2330,0.6902,28.0652,47.4358,0.3616,0.1471
tamaraw-pc0.030-ps0.0015-w6000000.0,19000,4188.8085,347.9627,3840.8458,23133.5113,1202.7115,21930.7998,0.0000,0.0000,0.0000,4.5227,2.4564,4.7099,0.7366,28.0652,48.7370,0.3411,0.1421
tamaraw-pc0.030-ps0.0020-w2000000.0,19000,4188.8085,347.9627,3840.8458,14752.7499,1162.8239,13589.9260,0.0000,0.0000,0.0000,2.5219,2.3418,2.5383,0.6532,28.0652,46.3968,0.4034,0.2297
tamaraw-pc0.030-ps0.0020-w4000000.0,19000,4188.8085,347.9627,3840.8458,16857.7803,1192.6720,15665.1083,0.0000,0.0000,0.0000,3.0245,2.4276,3.0786,0.7829,28.0652,50.0372,0.3650,0.1955
tamaraw-pc0.030-ps0.0020-w6000000.0,19000,4188.8085,347.9627,3840.8458,18328.3311,1244.0157,17084.3154,0.0000,0.0000,0.0000,3.3755,2.5751,3.4481,0.8507,28.0652,51.9414,0.3461,0.1779
tamaraw-pc0.030-ps0.0025-w2000000.0,19000,4188.8085,347.9627,3840.8458,12644.0882,1189.3948,11454.6933,0.0000,0.0000,0.0000,2.0185,2.4182,1.9823,0.7044,28.0652,47.8344,0.4061,0.2739
tamaraw-pc0.030-ps0.0025-w4000000.0,19000,4188.8085,347.9627,3840.8458,14337.9566,1227.6219,13110.3346,0.0000,0.0000,0.0000,2.4229,2.5280,2.4134,0.8644,28.0652,52.3244,0.3547,0.2200
tamaraw-pc0.030-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,15565.0973,1286.1199,14278.9774,0.0000,0.0000,0.0000,2.7159,2.6961,2.7177,0.9546,28.0652,54.8554,0.3029,0.2153
tamaraw-pc0.030-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,11291.4172,1216.5830,10074.8342,0.0000,0.0000,0.0000,1.6956,2.4963,1.6231,0.7556,28.0652,49.2703,0.3984,0.3061
tamaraw-pc0.030-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,12691.5357,1259.8608,11431.6748,0.0000,0.0000,0.0000,2.0299,2.6207,1.9763,0.9436,28.0652,54.5481,0.3458,0.2526
tamaraw-pc0.030-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,13746.3218,1325.0977,12421.2241,0.0000,0.0000,0.0000,2.2817,2.8082,2.2340,1.0579,28.0652,57.7547,0.3268,0.2353
tamaraw-pc0.030-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,10348.9994,1241.3411,9107.6583,0.0000,0.0000,0.0000,1.4706,2.5675,1.3713,0.8034,28.0652,50.6141,0.3992,0.3287
tamaraw-pc0.030-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,11549.8385,1291.2655,10258.5730,0.0000,0.0000,0.0000,1.7573,2.7109,1.6709,1.0151,28.0652,56.5552,0.3458,0.2753
tamaraw-pc0.030-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,12480.1495,1363.3925,11116.7570,0.0000,0.0000,0.0000,1.9794,2.9182,1.8944,1.1482,28.0652,60.2906,0.3105,0.2529
tamaraw-pc0.030-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,9614.8082,1258.0325,8356.7757,0.0000,0.0000,0.0000,1.2954,2.6154,1.1758,0.8505,28.0652,51.9356,0.3950,0.3511
tamaraw-pc0.030-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,10660.5075,1313.4430,9347.0645,0.0000,0.0000,0.0000,1.5450,2.7747,1.4336,1.0826,28.0652,58.4476,0.3476,0.3082
tamaraw-pc0.030-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,11488.8456,1392.0407,10096.8049,0.0000,0.0000,0.0000,1.7427,3.0005,1.6288,1.2374,28.0652,62.7943,0.3058,0.2732
tamaraw-pc0.005-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,12149.0728,4980.0538,7169.0189,0.0000,0.0000,0.0000,1.9004,13.3120,0.8665,0.6429,28.0652,46.1087,0.3387,0.2421
tamaraw-pc0.005-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,13647.7341,5827.3581,7820.3760,0.0000,0.0000,0.0000,2.2581,15.7471,1.0361,0.9040,28.0652,53.4359,0.2508,0.1850
tamaraw-pc0.005-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,14789.5567,6468.4075,8321.1492,0.0000,0.0000,0.0000,2.5307,17.5894,1.1665,1.1356,28.0652,59.9355,0.2058,0.1687
tamaraw-pc0.005-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,11671.0253,4938.7325,6732.2928,0.0000,0.0000,0.0000,1.7862,13.1933,0.7528,0.6573,28.0652,46.5116,0.3239,0.2063
tamaraw-pc0.005-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,13092.0217,5799.8387,7292.1829,0.0000,0.0000,0.0000,2.1255,15.6680,0.8986,0.9392,28.0652,54.4242,0.2524,0.1595
tamaraw-pc0.005-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,14181.5852,6457.6013,7723.9839,0.0000,0.0000,0.0000,2.3856,17.5583,1.0110,1.2047,28.0652,61.8760,0.1950,0.1242
tamaraw-pc0.005-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,11498.2198,5026.6163,6471.6035,0.0000,0.0000,0.0000,1.7450,13.4458,0.6849,0.7125,28.0652,48.0624,0.3287,0.2203
tamaraw-pc0.005-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,12887.9756,5914.4607,6973.5149,0.0000,0.0000,0.0000,2.0768,15.9974,0.8156,1.0194,28.0652,56.6738,0.2453,0.1987
tamaraw-pc0.005-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,13964.7469,6598.7815,7365.9654,0.0000,0.0000,0.0000,2.3338,17.9640,0.9178,1.3012,28.0652,64.5829,0.1803,0.1708
tamaraw-pc0.010-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,10065.9976,2736.5513,7329.4464,0.0000,0.0000,0.0000,1.4031,6.8645,0.9083,0.7071,28.0652,47.9104,0.3403,0.2826
tamaraw-pc0.010-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,11157.2801,3131.2802,8025.9999,0.0000,0.0000,0.0000,1.6636,7.9989,1.0896,0.9766,28.0652,55.4739,0.2895,0.2579
tamaraw-pc0.010-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,12015.5058,3447.2279,8568.2779,0.0000,0.0000,0.0000,1.8685,8.9069,1.2308,1.1954,28.0652,61.6152,0.1963,0.2239
tamaraw-pc0.010-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9605.2608,2723.9804,6881.2804,0.0000,0.0000,0.0000,1.2931,6.8284,0.7916,0.7317,28.0652,48.5998,0.3361,0.2763
tamaraw-pc0.010-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,10612.7484,3128.3893,7484.3591,0.0000,0.0000,0.0000,1.5336,7.9906,0.9486,1.0263,28.0652,56.8678,0.2613,0.2318
tamaraw-pc0.010-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,11409.8467,3453.7278,7956.1189,0.0000,0.0000,0.0000,1.7239,8.9256,1.0714,1.2794,28.0652,63.9713,0.2134,0.1984
tamaraw-pc0.010-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,9367.6699,2768.2664,6599.4035,0.0000,0.0000,0.0000,1.2364,6.9556,0.7182,0.7877,28.0652,50.1732,0.3337,0.3089
tamaraw-pc0.010-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,10330.0234,3187.9051,7142.1184,0.0000,0.0000,0.0000,1.4661,8.1616,0.8595,1.1084,28.0652,59.1726,0.2563,0.2726
tamaraw-pc0.010-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,11097.9241,3528.2984,7569.6257,0.0000,0.0000,0.0000,1.6494,9.1399,0.9708,1.3940,28.0652,67.1876,0.2111,0.2382
tamaraw-pc0.015-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9520.9499,2009.3040,7511.6459,0.0000,0.0000,0.0000,1.2729,4.7745,0.9557,0.7567,28.0652,49.3021,0.3895,0.3271
tamaraw-pc0.015-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10501.2104,2247.6108,8253.5996,0.0000,0.0000,0.0000,1.5070,5.4593,1.1489,1.0208,28.0652,56.7145,0.3145,0.2797
tamaraw-pc0.015-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,11282.6281,2452.7826,8829.8455,0.0000,0.0000,0.0000,1.6935,6.0490,1.2989,1.2106,28.0652,62.0412,0.2089,0.2595
tamaraw-pc0.015-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9064.3805,2010.5002,7053.8803,0.0000,0.0000,0.0000,1.1640,4.7779,0.8365,0.7979,28.0652,50.4583,0.3776,0.3553
tamaraw-pc0.015-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,9963.8844,2258.4213,7705.4631,0.0000,0.0000,0.0000,1.3787,5.4904,1.0062,1.0874,28.0652,58.5829,0.2989,0.3013
tamaraw-pc0.015-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,10683.2658,2471.6059,8211.6598,0.0000,0.0000,0.0000,1.5504,6.1031,1.1380,1.3190,28.0652,65.0823,0.2053,0.2708
tamaraw-pc0.015-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8798.5556,2043.3351,6755.2206,0.0000,0.0000,0.0000,1.1005,4.8723,0.7588,0.8482,28.0652,51.8695,0.3771,0.3605
tamaraw-pc0.015-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9636.8753,2300.4660,7336.4093,0.0000,0.0000,0.0000,1.3006,5.6112,0.9101,1.1766,28.0652,61.0861,0.3113,0.3071
tamaraw-pc0.015-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,10318.2052,2523.4426,7794.7625,0.0000,0.0000,0.0000,1.4633,6.2520,1.0294,1.4423,28.0652,68.5440,0.2637,0.2897
tamaraw-pc0.020-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9278.8168,1638.8151,7640.0018,0.0000,0.0000,0.0000,1.2151,3.7097,0.9891,0.7833,28.0652,50.0476,0.3821,0.3542
tamaraw-pc0.020-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10221.7512,1792.5153,8429.2359,0.0000,0.0000,0.0000,1.4403,4.1515,1.1946,1.0246,28.0652,56.8206,0.3187,0.3042
tamaraw-pc0.020-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,10984.5307,1941.2892,9043.2415,0.0000,0.0000,0.0000,1.6224,4.5790,1.3545,1.1902,28.0652,61.4676,0.2426,0.2776
tamaraw-pc0.020-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,8817.9451,1644.2398,7173.7053,0.0000,0.0000,0.0000,1.1051,3.7253,0.8677,0.8272,28.0652,51.2795,0.3718,0.3692
tamaraw-pc0.020-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,9673.6771,1806.3554,7867.3217,0.0000,0.0000,0.0000,1.3094,4.1912,1.0483,1.1043,28.0652,59.0573,0.2905,0.3168
tamaraw-pc0.020-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,10369.7532,1961.7339,8408.0193,0.0000,0.0000,0.0000,1.4756,4.6378,1.1891,1.2959,28.0652,64.4344,0.2703,0.2900
tamaraw-pc0.020-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8528.0440,1668.4852,6859.5588,0.0000,0.0000,0.0000,1.0359,3.7950,0.7860,0.8813,28.0652,52.7997,0.3671,0.3826
tamaraw-pc0.020-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9321.1069,1838.3954,7482.7115,0.0000,0.0000,0.0000,1.2252,4.2833,0.9482,1.1828,28.0652,61.2599,0.3087,0.3411
tamaraw-pc0.020-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,9977.3411,2001.1923,7976.1488,0.0000,0.0000,0.0000,1.3819,4.7512,1.0767,1.4064,28.0652,67.5360,0.2624,0.3084
tamaraw-pc0.025-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9174.5198,1423.3465,7751.1734,0.0000,0.0000,0.0000,1.1902,3.0905,1.0181,0.8341,28.0652,51.4753,0.3887,0.3705
tamaraw-pc0.025-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10113.7731,1523.4664,8590.3066,0.0000,0.0000,0.0000,1.4145,3.3782,1.2366,1.0681,28.0652,58.0408,0.3213,0.3011
tamaraw-pc0.025-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,10868.7277,1633.9635,9234.7642,0.0000,0.0000,0.0000,1.5947,3.6958,1.4044,1.2268,28.0652,62.4967,0.3016,0.2853
tamaraw-pc0.025-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,8718.9973,1433.0517,7285.9456,0.0000,0.0000,0.0000,1.0815,3.1184,0.8970,0.8765,28.0652,52.6642,0.3918,0.3882
tamaraw-pc0.025-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,9566.3802,1539.8871,8026.4931,0.0000,0.0000,0.0000,1.2838,3.4254,1.0898,1.1421,28.0652,60.1183,0.3168,0.3213
tamaraw-pc0.025-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,10257.3681,1656.0742,8601.2938,0.0000,0.0000,0.0000,1.4488,3.7593,1.2394,1.3286,28.0652,65.3537,0.2918,0.2924
tamaraw-pc0.025-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8423.2423,1456.7823,6966.4600,0.0000,0.0000,0.0000,1.0109,3.1866,0.8138,0.9291,28.0652,54.1412,0.3934,0.3905
tamaraw-pc0.025-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9196.9346,1568.5226,7628.4120,0.0000,0.0000,0.0000,1.1956,3.5077,0.9861,1.2242,28.0652,62.4225,0.3205,0.3174
tamaraw-pc0.025-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,9840.1563,1690.9776,8149.1787,0.0000,0.0000,0.0000,1.3492,3.8597,1.1217,1.4281,28.0652,68.1451,0.2813,0.2987
tamaraw-pc0.030-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9100.8181,1278.8906,7821.9275,0.0000,0.0000,0.0000,1.1727,2.6754,1.0365,0.8947,28.0652,53.1749,0.3776,0.3745
tamaraw-pc0.030-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10032.4952,1338.7948,8693.7004,0.0000,0.0000,0.0000,1.3951,2.8475,1.2635,1.1479,28.0652,60.2816,0.3321,0.3276
tamaraw-pc0.030-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,10781.9798,1422.8236,9359.1562,0.0000,0.0000,0.0000,1.5740,3.0890,1.4367,1.3140,28.0652,64.9418,0.3021,0.2787
tamaraw-pc0.030-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,8634.9937,1286.9613,7348.0324,0.0000,0.0000,0.0000,1.0614,2.6986,0.9131,0.9312,28.0652,54.2010,0.3953,0.3866
tamaraw-pc0.030-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,9467.9053,1352.3929,8115.5123,0.0000,0.0000,0.0000,1.2603,2.8866,1.1129,1.2096,28.0652,62.0141,0.3161,0.3345
tamaraw-pc0.030-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,10155.3387,1441.9031,8713.4356,0.0000,0.0000,0.0000,1.4244,3.1438,1.2686,1.3944,28.0652,67.1993,0.2937,0.2984
tamaraw-pc0.030-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8335.2666,1308.2216,7027.0450,0.0000,0.0000,0.0000,0.9899,2.7597,0.8296,0.9810,28.0652,55.5961,0.3792,0.3787
tamaraw-pc0.030-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9102.8255,1379.2107,7723.6148,0.0000,0.0000,0.0000,1.1731,2.9637,1.0109,1.2790,28.0652,63.9617,0.3071,0.3392
