dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
tamaraw-pc0.015-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,16621.0117,2802.6952,13818.3166,0.0030,0.0038,0.0029,2.9680,7.0546,2.5977,16.0907,27.3243,466.9926,0.2489,0.1992
tamaraw-pc0.015-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,12804.5966,2938.0935,9866.5032,0.0002,0.0005,0.0002,2.0569,7.4437,1.5688,8.3142,27.9335,260.1768,0.3645,0.2808
tamaraw-pc0.015-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,13949.7529,2794.9245,11154.8284,0.0006,0.0011,0.0006,2.3302,7.0323,1.9043,9.3214,27.7101,286.0052,0.2550,0.2332
tamaraw-pc0.015-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,14820.6761,2753.2201,12067.4561,0.0012,0.0018,0.0012,2.5382,6.9124,2.1419,10.4758,27.5768,316.4655,0.2329,0.2132
tamaraw-pc0.015-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,11569.9034,2708.6893,8861.2141,0.0001,0.0003,0.0001,1.7621,6.7844,1.3071,5.5814,27.9869,184.1919,0.2908,0.3066
tamaraw-pc0.015-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,12829.7510,2864.6350,9965.1160,0.0002,0.0006,0.0002,2.0629,7.2326,1.5945,7.2489,27.8587,229.8050,0.1855,0.2595
tamaraw-pc0.015-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,13645.8307,2875.9624,10769.8683,0.0005,0.0010,0.0005,2.2577,7.2651,1.8040,7.9319,27.7553,247.9091,0.1408,0.2287
tamaraw-pc0.015-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,10692.9649,2578.7194,8114.2455,0.0001,0.0002,0.0001,1.5527,6.4109,1.1126,4.0314,27.9992,140.8760,0.2526,0.3318
tamaraw-pc0.015-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,12045.2312,2992.9611,9052.2701,0.0002,0.0004,0.0001,1.8756,7.6014,1.3568,5.5882,27.9422,184.0882,0.1316,0.2789
tamaraw-pc0.015-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,12760.4877,3001.4067,9759.0810,0.0002,0.0006,0.0002,2.0463,7.6257,1.5409,5.9908,27.8441,194.6529,0.0750,0.2445
tamaraw-pc0.020-ps0.0015-w2000000.0,19000,4188.8085,347.9627,3840.8458,20642.6781,3253.2389,17389.4392,0.0057,0.0065,0.0056,3.9281,8.3494,3.5275,44.9246,27.1304,1245.9516,0.3884,0.1661
tamaraw-pc0.020-ps0.0015-w4000000.0,19000,4188.8085,347.9627,3840.8458,22574.5023,2977.4858,19597.0165,0.0120,0.0136,0.0118,4.3892,7.5569,4.1023,60.1383,26.4694,1618.2944,0.3211,0.1455
tamaraw-pc0.020-ps0.0015-w6000000.0,19000,4188.8085,347.9627,3840.8458,23763.6351,2701.7143,21061.9207,0.0150,0.0171,0.0148,4.6731,6.7644,4.4837,74.5343,26.1592,1975.9166,0.3261,0.1303
tamaraw-pc0.020-ps0.0020-w2000000.0,19000,4188.8085,347.9627,3840.8458,16370.4897,2578.6083,13791.8815,0.0012,0.0017,0.0011,2.9081,6.4106,2.5908,24.0219,27.6563,692.0131,0.3926,0.2353
tamaraw-pc0.020-ps0.0020-w4000000.0,19000,4188.8085,347.9627,3840.8458,18319.7520,2609.5193,15710.2327,0.0042,0.0051,0.0041,3.3735,6.4994,3.0903,29.7526,27.2299,837.3897,0.2655,0.1858
tamaraw-pc0.020-ps0.0020-w6000000.0,19000,4188.8085,347.9627,3840.8458,19464.3725,2528.8883,16935.4843,0.0063,0.0074,0.0062,3.6468,6.2677,3.4093,35.6067,26.9738,987.4218,0.2384,0.1711
tamaraw-pc0.020-ps0.0025-w2000000.0,19000,4188.8085,347.9627,3840.8458,14217.4886,2678.7891,11538.6995,0.0003,0.0007,0.0003,2.3942,6.6985,2.0042,14.5507,27.8656,433.3306,0.3816,0.2666
tamaraw-pc0.020-ps0.0025-w4000000.0,19000,4188.8085,347.9627,3840.8458,15560.7881,2383.8534,13176.9346,0.0013,0.0020,0.0013,2.7148,5.8509,2.4307,15.9588,27.5699,467.5519,0.2400,0.2239
tamaraw-pc0.020-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,16641.8513,2396.8130,14245.0383,0.0026,0.0033,0.0025,2.9729,5.8881,2.7088,17.6420,27.3849,510.5107,0.1476,0.1953
tamaraw-pc0.020-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,12467.7348,2421.7761,10045.9587,0.0002,0.0004,0.0002,1.9764,5.9599,1.6156,8.8024,27.9473,273.9511,0.3429,0.2974
tamaraw-pc0.020-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,13835.8975,2394.8624,11441.0351,0.0005,0.0009,0.0004,2.3031,5.8825,1.9788,10.9838,27.7670,332.7544,0.2900,0.2421
tamaraw-pc0.020-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,14780.0835,2375.3954,12404.6882,0.0010,0.0015,0.0010,2.5285,5.8266,2.2297,11.8352,27.6437,354.8135,0.1913,0.2263
tamaraw-pc0.020-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,11268.8499,2246.6906,9022.1594,0.0001,0.0002,0.0001,1.6902,5.4567,1.3490,6.1436,28.0000,200.0205,0.2787,0.3182
tamaraw-pc0.020-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,12809.7794,2598.8883,10210.8911,0.0002,0.0004,0.0001,2.0581,6.4689,1.6585,8.7977,27.9279,273.6298,0.2887,0.2629
tamaraw-pc0.020-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,13444.9603,2378.5096,11066.4507,0.0004,0.0008,0.0004,2.2097,5.8355,1.8813,8.9330,27.7948,276.0840,0.1739,0.2311
tamaraw-pc0.020-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,10314.3858,2071.3984,8242.9875,0.0001,0.0002,0.0001,1.4624,4.9529,1.1461,4.0803,28.0009,142.2526,0.2495,0.3492
tamaraw-pc0.020-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,11731.3206,2485.6248,9245.6958,0.0001,0.0003,0.0001,1.8006,6.1434,1.4072,6.3617,27.9726,205.9252,0.2218,0.2868
tamaraw-pc0.020-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,12686.7816,2683.2918,10003.4898,0.0002,0.0005,0.0002,2.0287,6.7114,1.6045,6.9665,27.8888,222.1752,0.1213,0.2466
tamaraw-pc0.025-ps0.0015-w2000000.0,19000,4188.8085,347.9627,3840.8458,20775.6321,2910.4237,17865.2083,0.0048,0.0055,0.0048,3.9598,7.3642,3.6514,49.9331,27.2490,1387.8743,0.3853,0.1663
tamaraw-pc0.025-ps0.0015-w4000000.0,19000,4188.8085,347.9627,3840.8458,23199.5274,2887.8417,20311.6857,0.0111,0.0125,0.0110,4.5385,7.2993,4.2883,63.9167,26.5814,1725.5773,0.3432,0.1453
tamaraw-pc0.025-ps0.0015-w6000000.0,19000,4188.8085,347.9627,3840.8458,24539.8981,2643.6424,21896.2557,0.0144,0.0163,0.0142,4.8584,6.5975,4.7009,76.9471,26.2378,2045.1603,0.3303,0.1247
tamaraw-pc0.025-ps0.0020-w2000000.0,19000,4188.8085,347.9627,3840.8458,16544.4116,2456.5949,14087.8167,0.0009,0.0014,0.0009,2.9497,6.0599,2.6679,26.8584,27.7233,772.3279,0.3724,0.2311
tamaraw-pc0.025-ps0.0020-w4000000.0,19000,4188.8085,347.9627,3840.8458,18593.8626,2403.6608,16190.2018,0.0037,0.0045,0.0036,3.4389,5.9078,3.2153,32.5431,27.3044,915.8733,0.2955,0.1858
tamaraw-pc0.025-ps0.0020-w6000000.0,19000,4188.8085,347.9627,3840.8458,19850.2047,2343.1398,17507.0649,0.0059,0.0069,0.0059,3.7389,5.7339,3.5581,37.7467,27.0333,1047.4499,0.3224,0.1742
tamaraw-pc0.025-ps0.0025-w2000000.0,19000,4188.8085,347.9627,3840.8458,14079.6514,2354.0266,11725.6248,0.0003,0.0006,0.0003,2.3613,5.7652,2.0529,15.5963,27.9001,463.0382,0.3792,0.2624
tamaraw-pc0.025-ps0.0025-w4000000.0,19000,4188.8085,347.9627,3840.8458,15774.0153,2255.6738,13518.3415,0.0011,0.0016,0.0011,2.7658,5.4825,2.5196,18.4752,27.6412,538.3173,0.2645,0.2108
tamaraw-pc0.025-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,16804.1938,2147.1359,14657.0579,0.0023,0.0029,0.0022,3.0117,5.1706,2.8161,19.4309,27.4347,560.5150,0.2829,0.1887
tamaraw-pc0.025-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,12360.9538,2161.6377,10199.3161,0.0002,0.0003,0.0002,1.9509,5.2123,1.6555,9.6598,27.9673,298.1261,0.3842,0.2918
tamaraw-pc0.025-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,13962.8797,2260.9066,11701.9732,0.0004,0.0007,0.0003,2.3334,5.4976,2.0467,12.9679,27.8369,388.8239,0.2866,0.2545
tamaraw-pc0.025-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,14922.7645,2191.3340,12731.4305,0.0008,0.0013,0.0008,2.5625,5.2976,2.3147,13.6104,27.6918,404.5874,0.1784,0.2121
tamaraw-pc0.025-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,11067.2071,1911.1828,9156.0243,0.0001,0.0002,0.0001,1.6421,4.4925,1.3839,6.2179,28.0007,202.1071,0.3389,0.3376
tamaraw-pc0.025-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,12748.3345,2330.2956,10418.0389,0.0001,0.0003,0.0001,2.0434,5.6970,1.7124,9.7159,27.9669,299.6916,0.1763,0.2645
tamaraw-pc0.025-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,13602.3915,2262.3773,11340.0142,0.0003,0.0006,0.0003,2.2473,5.5018,1.9525,10.5884,27.8607,322.8608,0.1282,0.2326
tamaraw-pc0.025-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,10162.5172,1786.6377,8375.8795,0.0001,0.0002,0.0001,1.4261,4.1346,1.1807,4.2355,28.0028,146.6076,0.2516,0.3545
tamaraw-pc0.025-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,11587.5388,2154.4154,9433.1234,0.0001,0.0003,0.0001,1.7663,5.1915,1.4560,6.7464,27.9860,216.7893,0.0955,0.2961
tamaraw-pc0.025-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,12603.8803,2351.2092,10252.6711,0.0001,0.0003,0.0001,2.0089,5.7571,1.6694,8.3438,27.9560,261.2152,0.0763,0.2789
tamaraw-pc0.030-ps0.0015-w2000000.0,19000,4188.8085,347.9627,3840.8458,20894.7682,2674.2877,18220.4805,0.0042,0.0048,0.0042,3.9882,6.6856,3.7439,53.9337,27.3281,1501.2324,0.3732,0.1774
tamaraw-pc0.030-ps0.0015-w4000000.0,19000,4188.8085,347.9627,3840.8458,23758.6407,2804.9221,20953.7186,0.0104,0.0116,0.0103,4.6719,7.0610,4.4555,67.4961,26.6663,1826.5382,0.3474,0.1305
tamaraw-pc0.030-ps0.0015-w6000000.0,19000,4188.8085,347.9627,3840.8458,25359.7762,2641.4294,22718.3468,0.0138,0.0156,0.0136,5.0542,6.5911,4.9149,79.8243,26.3050,2126.0873,0.2597,0.1289
tamaraw-pc0.030-ps0.0020-w2000000.0,19000,4188.8085,347.9627,3840.8458,16631.9026,2363.0331,14268.8695,0.0007,0.0012,0.0007,2.9706,5.7911,2.7150,29.1299,27.7738,836.8219,0.3729,0.2155
tamaraw-pc0.030-ps0.0020-w4000000.0,19000,4188.8085,347.9627,3840.8458,18812.0939,2248.9665,16563.1274,0.0033,0.0040,0.0033,3.4910,5.4632,3.3124,35.1807,27.3644,990.0621,0.3263,0.1842
tamaraw-pc0.030-ps0.0020-w6000000.0,19000,4188.8085,347.9627,3840.8458,20267.7320,2270.1668,17997.5652,0.0056,0.0064,0.0055,3.8385,5.5242,3.6858,39.9485,27.0876,1109.1942,0.3242,0.1768
tamaraw-pc0.030-ps0.0025-w2000000.0,19000,4188.8085,347.9627,3840.8458,13946.0913,2103.6847,11842.4066,0.0003,0.0006,0.0003,2.3294,5.0457,2.0833,16.1385,27.9129,478.3851,0.3805,0.2637
tamaraw-pc0.030-ps0.0025-w4000000.0,19000,4188.8085,347.9627,3840.8458,15845.5428,2069.4946,13776.0483,0.0009,0.0014,0.0009,2.7828,4.9475,2.5867,20.5321,27.6816,596.0414,0.2963,0.2216
tamaraw-pc0.030-ps0.0025-w6000000.0,19000,4188.8085,347.9627,3840.8458,17022.2699,2019.1655,15003.1044,0.0021,0.0027,0.0020,3.0637,4.8028,2.9062,21.2768,27.4767,612.0917,0.2887,0.1955
tamaraw-pc0.030-ps0.0030-w2000000.0,19000,4188.8085,347.9627,3840.8458,12194.4199,1899.9397,10294.4802,0.0002,0.0003,0.0002,1.9112,4.4602,1.6803,9.7743,27.9679,301.3337,0.3518,0.3137
tamaraw-pc0.030-ps0.0030-w4000000.0,19000,4188.8085,347.9627,3840.8458,14152.0568,2258.4465,11893.6103,0.0003,0.0005,0.0003,2.3785,5.4905,2.0966,15.2307,27.8965,452.7806,0.3058,0.2408
tamaraw-pc0.030-ps0.0030-w6000000.0,19000,4188.8085,347.9627,3840.8458,14948.8539,1975.9639,12972.8901,0.0007,0.0011,0.0007,2.5688,4.6787,2.3776,14.9858,27.7251,443.2080,0.2871,0.2208
tamaraw-pc0.030-ps0.0035-w2000000.0,19000,4188.8085,347.9627,3840.8458,10938.2969,1693.9079,9244.3891,0.0001,0.0002,0.0001,1.6113,3.8681,1.4069,6.3756,28.0019,206.5294,0.2921,0.3237
tamaraw-pc0.030-ps0.0035-w4000000.0,19000,4188.8085,347.9627,3840.8458,12632.9763,2072.5016,10560.4747,0.0001,0.0003,0.0001,2.0159,4.9561,1.7495,10.3796,27.9798,318.3995,0.2442,0.2784
tamaraw-pc0.030-ps0.0035-w6000000.0,19000,4188.8085,347.9627,3840.8458,13775.3383,2231.6595,11543.6788,0.0002,0.0005,0.0002,2.2886,5.4135,2.0055,12.4015,27.8958,373.8466,0.1505,0.2471
tamaraw-pc0.030-ps0.0040-w2000000.0,19000,4188.8085,347.9627,3840.8458,10021.2528,1581.1768,8440.0761,0.0001,0.0002,0.0001,1.3924,3.5441,1.1975,4.3478,28.0038,149.7586,0.3337,0.3734
tamaraw-pc0.030-ps0.0040-w4000000.0,19000,4188.8085,347.9627,3840.8458,11466.1239,1924.2726,9541.8514,0.0001,0.0002,0.0001,1.7373,4.5301,1.4843,7.3667,27.9983,234.2530,0.2934,0.3021
tamaraw-pc0.030-ps0.0040-w6000000.0,19000,4188.8085,347.9627,3840.8458,12518.2144,2125.2691,10392.9454,0.0001,0.0003,0.0001,1.9885,5.1077,1.7059,9.1075,27.9702,282.7094,0.2221,0.2655
tamaraw-pc0.005-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,12132.4591,4969.5222,7162.9369,0.0004,0.0010,0.0004,1.8964,13.2818,0.8649,1.5535,27.7200,70.7828,0.3184,0.2371
tamaraw-pc0.005-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,13681.8798,5840.1243,7841.7555,0.0004,0.0010,0.0004,2.2663,15.7838,1.0417,2.5269,27.7200,97.7646,0.2368,0.1932
tamaraw-pc0.005-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,14885.4540,6508.7627,8376.6913,0.0004,0.0010,0.0004,2.5536,17.7053,1.1809,3.4767,27.7192,124.0899,0.1989,0.1542
tamaraw-pc0.005-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,11643.7493,4920.7855,6722.9638,0.0004,0.0009,0.0003,1.7797,13.1417,0.7504,1.4170,27.7474,67.0665,0.3087,0.1961
tamaraw-pc0.005-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,13087.4526,5792.5249,7294.9277,0.0004,0.0009,0.0003,2.1244,15.6470,0.8993,2.2782,27.7474,90.9621,0.2345,0.1558
tamaraw-pc0.005-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,14211.6286,6465.0805,7746.5481,0.0004,0.0009,0.0003,2.3928,17.5798,1.0169,3.1368,27.7472,114.7844,0.1850,0.1300
tamaraw-pc0.005-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,11479.6543,5012.2391,6467.4152,0.0003,0.0008,0.0003,1.7406,13.4045,0.6839,1.3978,27.7792,66.6098,0.3068,0.2408
tamaraw-pc0.005-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,12894.6488,5913.1273,6981.5215,0.0003,0.0008,0.0003,2.0784,15.9936,0.8177,2.2078,27.7792,89.1107,0.2161,0.1958
tamaraw-pc0.005-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,14007.8809,6614.4961,7393.3848,0.0003,0.0008,0.0003,2.3441,18.0092,0.9249,3.0040,27.7792,111.2286,0.1803,0.1726
tamaraw-pc0.010-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,10450.7009,3084.2018,7366.4991,0.0001,0.0003,0.0001,1.4949,7.8636,0.9179,2.2167,27.9436,89.8852,0.1134,0.3103
tamaraw-pc0.010-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,11932.3400,3811.4874,8120.8526,0.0001,0.0003,0.0001,1.8486,9.9537,1.1143,3.5408,27.9216,126.7857,0.1513,0.2539
tamaraw-pc0.010-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,12597.2379,3910.2433,8686.9946,0.0002,0.0006,0.0002,2.0074,10.2375,1.2617,3.6796,27.8295,130.2302,0.0918,0.2189
tamaraw-pc0.010-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9864.5243,2960.4281,6904.0962,0.0001,0.0003,0.0001,1.3550,7.5079,0.7975,1.7778,27.9562,77.6563,0.2137,0.2745
tamaraw-pc0.010-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,11136.5948,3588.1885,7548.4063,0.0001,0.0003,0.0001,1.6587,9.3120,0.9653,2.8515,27.9561,107.6732,0.1921,0.2274
tamaraw-pc0.010-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,11893.5243,3851.3788,8042.1455,0.0001,0.0004,0.0001,1.8394,10.0684,1.0938,3.2510,27.8988,118.5986,0.1471,0.1989
tamaraw-pc0.010-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,9540.5136,2927.9399,6612.5736,0.0001,0.0003,0.0001,1.2776,7.4145,0.7216,1.4820,27.9586,69.3933,0.1729,0.3079
tamaraw-pc0.010-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,10675.5939,3492.2215,7183.3724,0.0001,0.0003,0.0001,1.5486,9.0362,0.8703,2.2718,27.9586,91.4738,0.1039,0.2734
tamaraw-pc0.010-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,11620.5368,3978.3879,7642.1489,0.0001,0.0003,0.0001,1.7742,10.4334,0.9897,3.0249,27.9584,112.5291,0.1071,0.2395
tamaraw-pc0.015-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,10009.6167,2445.6067,7564.0100,0.0001,0.0001,0.0001,1.3896,6.0284,0.9694,2.9915,28.0095,111.7993,0.2089,0.3379
tamaraw-pc0.015-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,11270.2224,2901.6287,8368.5937,0.0001,0.0002,0.0001,1.6906,7.3389,1.1788,4.3739,27.9821,150.3723,0.1392,0.2966
tamaraw-pc0.015-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,12138.2933,3147.2006,8991.0926,0.0001,0.0003,0.0001,1.8978,8.0446,1.3409,4.9496,27.9087,166.0465,0.0497,0.2534
tamaraw-pc0.015-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9433.7926,2342.9305,7090.8621,0.0000,0.0001,0.0000,1.2521,5.7333,0.8462,2.4246,28.0248,95.9747,0.1803,0.3555
tamaraw-pc0.015-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,10555.2597,2768.7118,7786.5479,0.0000,0.0001,0.0000,1.5199,6.9569,1.0273,3.5463,28.0060,127.3240,0.1542,0.3003
tamaraw-pc0.015-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,11379.5820,3048.3759,8331.2061,0.0001,0.0002,0.0001,1.7167,7.7606,1.1691,4.2349,27.9802,146.4722,0.0434,0.2716
tamaraw-pc0.015-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,9069.4350,2288.0352,6781.3998,0.0000,0.0001,0.0000,1.1652,5.5755,0.7656,2.0067,28.0282,84.2716,0.2645,0.3587
tamaraw-pc0.015-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,10156.9226,2757.7143,7399.2083,0.0000,0.0001,0.0000,1.4248,6.9253,0.9265,3.1577,28.0271,116.5289,0.1147,0.3103
tamaraw-pc0.015-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,10915.1944,3030.1285,7885.0658,0.0001,0.0002,0.0000,1.6058,7.7082,1.0530,3.5993,27.9999,128.7798,0.0334,0.2826
tamaraw-pc0.020-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9677.4213,1983.5958,7693.8255,0.0001,0.0001,0.0000,1.3103,4.7006,1.0032,3.0977,28.0130,114.7881,0.1447,0.3582
tamaraw-pc0.020-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10966.2495,2416.6629,8549.5866,0.0001,0.0002,0.0001,1.6180,5.9452,1.2260,4.6783,27.9936,158.9559,0.0942,0.3024
tamaraw-pc0.020-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,11832.7812,2608.5928,9224.1883,0.0001,0.0003,0.0001,1.8249,6.4968,1.4016,5.6388,27.9696,185.6836,0.0326,0.2542
tamaraw-pc0.020-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9109.3179,1898.2954,7211.0225,0.0000,0.0001,0.0000,1.1747,4.4555,0.8775,2.4637,28.0266,97.0772,0.1524,0.3821
tamaraw-pc0.020-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,10241.6711,2286.2466,7955.4245,0.0000,0.0001,0.0000,1.4450,5.5704,1.0713,3.9844,28.0238,139.6831,0.0863,0.3211
tamaraw-pc0.020-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,11053.8583,2514.6010,8539.2573,0.0001,0.0002,0.0000,1.6389,6.2266,1.2233,4.6953,27.9994,159.4645,0.0303,0.2868
tamaraw-pc0.020-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8741.3978,1855.6347,6885.7631,0.0000,0.0001,0.0000,1.0868,4.3329,0.7928,2.0354,28.0295,85.0817,0.2139,0.3868
tamaraw-pc0.020-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9735.6972,2189.4230,7546.2742,0.0000,0.0001,0.0000,1.3242,5.2921,0.9647,3.1898,28.0289,117.4364,0.1047,0.3345
tamaraw-pc0.020-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,10587.0610,2508.5048,8078.5562,0.0000,0.0001,0.0000,1.5275,6.2091,1.1033,4.1703,28.0202,144.8727,0.0313,0.3045
tamaraw-pc0.025-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9505.8043,1701.0385,7804.7657,0.0001,0.0001,0.0000,1.2693,3.8886,1.0320,3.1430,28.0131,116.0575,0.2439,0.3592
tamaraw-pc0.025-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10765.1309,2048.4643,8716.6666,0.0001,0.0001,0.0001,1.5700,4.8870,1.2695,5.1542,28.0084,172.3690,0.0955,0.3063
tamaraw-pc0.025-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,11692.6954,2266.4529,9426.2424,0.0001,0.0002,0.0001,1.7914,5.5135,1.4542,6.1959,27.9849,201.3767,0.0297,0.2876
tamaraw-pc0.025-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,8960.9284,1637.6915,7323.2369,0.0000,0.0001,0.0000,1.1393,3.7065,0.9067,2.5104,28.0266,98.3850,0.2566,0.3934
tamaraw-pc0.025-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,10043.7177,1928.3320,8115.3857,0.0000,0.0001,0.0000,1.3978,4.5418,1.1129,4.0595,28.0254,141.7958,0.1018,0.3229
tamaraw-pc0.025-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,10960.3119,2217.6011,8742.7108,0.0000,0.0001,0.0000,1.6166,5.3731,1.2762,5.3215,28.0131,177.0850,0.0955,0.2895
tamaraw-pc0.025-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8600.4599,1607.6844,6992.7756,0.0000,0.0001,0.0000,1.0532,3.6203,0.8206,2.0783,28.0295,86.2817,0.1974,0.3861
tamaraw-pc0.025-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9545.6972,1853.4013,7692.2959,0.0000,0.0001,0.0000,1.2789,4.3264,1.0028,3.2357,28.0293,118.7236,0.1203,0.3482
tamaraw-pc0.025-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,10359.8459,2106.0592,8253.7868,0.0000,0.0001,0.0000,1.4732,5.0525,1.1490,4.2864,28.0281,148.1667,0.0503,0.2947
tamaraw-pc0.030-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9387.5047,1511.8953,7875.6094,0.0001,0.0001,0.0000,1.2411,3.3450,1.0505,3.2038,28.0131,117.7610,0.2934,0.3755
tamaraw-pc0.030-ps0.0045-w4000000.0,19000,4188.8085,347.9627,3840.8458,10604.0439,1782.9749,8821.0690,0.0001,0.0001,0.0001,1.5315,4.1240,1.2966,5.2891,28.0108,176.1618,0.2166,0.3271
tamaraw-pc0.030-ps0.0045-w6000000.0,19000,4188.8085,347.9627,3840.8458,11610.9406,2054.5304,9556.4102,0.0001,0.0002,0.0001,1.7719,4.9045,1.4881,6.6132,27.9931,213.1160,0.0679,0.2903
tamaraw-pc0.030-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,8844.0564,1458.7343,7385.3221,0.0000,0.0001,0.0000,1.1114,3.1922,0.9228,2.5616,28.0266,99.8200,0.3332,0.3789
tamaraw-pc0.030-ps0.0050-w4000000.0,19000,4188.8085,347.9627,3840.8458,9882.2546,1677.6997,8204.5548,0.0000,0.0001,0.0000,1.3592,3.8215,1.1361,4.1328,28.0256,143.8487,0.1382,0.3355
tamaraw-pc0.030-ps0.0050-w6000000.0,19000,4188.8085,347.9627,3840.8458,10774.9937,1917.1509,8857.8428,0.0000,0.0001,0.0000,1.5723,4.5096,1.3062,5.5641,28.0236,183.9485,0.0813,0.3084
tamaraw-pc0.030-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8488.4506,1435.0641,7053.3865,0.0000,0.0001,0.0000,1.0265,3.1242,0.8364,2.1278,28.0295,87.6694,0.2711,0.3926
